--------task_3_2_1/input03_solution.txt--------
Equations without roots
    equation: [-84.0, 0.0, 39.0, 0.0, -6.0];  roots: []
    equation: [-8.0, 0.0, -30.0, 0.0, -3.0];  roots: []
    equation: [9.0, 6.0, 45.0];  roots: []
    equation: [56.0, 12.0, 60.0];  roots: []
    equation: [-13.0, 0.0, -19.0];  roots: []
    equation: [-33.0, 0.0, -20.0, 0.0, -8.0];  roots: []
    equation: [-28.0, 0.0, 20.0, 0.0, -16.0];  roots: []
    equation: [8.0, -34.0, 68.0];  roots: []
    equation: [-46.0, 27.0, -48.0];  roots: []
    equation: [30.0, 0.0, 30.0, 0.0, 16.0];  roots: []
    equation: [-54.0, 0.0, 42.0, 0.0, -27.0];  roots: []
    equation: [0.0, 0.0, 8.0, 0.0, 3.0];  roots: []
    equation: [12.0, 0.0, -8.0, 0.0, 36.0];  roots: []
    equation: [-33.0, 0.0, -13.0];  roots: []
    equation: [25.0, 13.0, 50.0];  roots: []
    equation: [38.0, 0.0, 0.0, 0.0, 96.0];  roots: []
    equation: [-66.0, 0.0, 18.0, 0.0, -21.0];  roots: []
    equation: [-50.0, 0.0, 21.0, 0.0, -20.0];  roots: []
    equation: [3.0, -18.0, 72.0];  roots: []
    equation: [-48.0, 0.0, -44.0, 0.0, -3.0];  roots: []
    equation: [64.0, 0.0, 0.0, 0.0, 10.0];  roots: []
    equation: [0.0, 14.0];  roots: []
    equation: [22.0, 1.0, 16.0];  roots: []
    equation: [46.0, -48.0, 15.0];  roots: []
    equation: [11.0, 0.0, -51.0, 0.0, 66.0];  roots: []
    equation: [22.0, 0.0, 18.0, 0.0, 92.0];  roots: []
    equation: [-8.0, -27.0, -32.0];  roots: []
    equation: [0.0, 0.0, 42.0, 0.0, 92.0];  roots: []
    equation: [0.0, 39.0];  roots: []
    equation: [0.0, -4.0];  roots: []
    equation: [-38.0, 0.0, -40.0];  roots: []
    equation: [51.0, 36.0, 28.0];  roots: []
    equation: [0.0, -100.0];  roots: []
    equation: [-30.0, 0.0, 0.0, 0.0, -5.0];  roots: []
    equation: [6.0, 0.0, 42.0, 0.0, 24.0];  roots: []
    equation: [33.0, 0.0, 0.0, 0.0, 28.0];  roots: []
    equation: [27.0, 0.0, -16.0, 0.0, 16.0];  roots: []
    equation: [0.0, 0.0, -38.0];  roots: []
    equation: [-48.0, 21.0, -40.0];  roots: []
    equation: [84.0, 0.0, 48.0, 0.0, 33.0];  roots: []
    equation: [0.0, 0.0, 15.0, 0.0, 25.0];  roots: []
    equation: [0.0, 0.0, 15.0, 0.0, 100.0];  roots: []
    equation: [0.0, -16.0];  roots: []
    equation: [-44.0, 0.0, 0.0, 0.0, -45.0];  roots: []
    equation: [0.0, -60.0];  roots: []
    equation: [-72.0, 0.0, -7.0];  roots: []
    equation: [-8.0, -14.0, -50.0];  roots: []
    equation: [-2.0, 0.0, -36.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -28.0];  roots: []
    equation: [0.0, 0.0, 27.0, 0.0, 32.0];  roots: []
    equation: [24.0, 0.0, -14.0, 0.0, 66.0];  roots: []
    equation: [68.0, 0.0, 0.0, 0.0, 21.0];  roots: []
    equation: [-21.0, 0.0, -88.0, 0.0, -15.0];  roots: []
    equation: [17.0, 0.0, 45.0, 0.0, 45.0];  roots: []
    equation: [24.0, 0.0, 68.0, 0.0, 10.0];  roots: []
    equation: [0.0, 0.0, 10.0, 0.0, 36.0];  roots: []
    equation: [26.0, -10.0, 32.0];  roots: []
    equation: [-16.0, 0.0, -28.0, 0.0, -92.0];  roots: []
    equation: [0.0, 3.0];  roots: []
    equation: [0.0, -1.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -8.0];  roots: []
    equation: [-72.0, 0.0, 20.0, 0.0, -63.0];  roots: []
    equation: [-8.0, 0.0, -48.0];  roots: []
    equation: [0.0, 0.0, 66.0];  roots: []
    equation: [0.0, 14.0];  roots: []
    equation: [4.0, -15.0, 23.0];  roots: []
    equation: [4.0, -4.0, 24.0];  roots: []
    equation: [16.0, -1.0, 42.0];  roots: []
    equation: [-12.0, 15.0, -16.0];  roots: []
    equation: [-15.0, 3.0, -57.0];  roots: []
    equation: [0.0, 0.0, -45.0, 0.0, -5.0];  roots: []
    equation: [-76.0, 0.0, 24.0, 0.0, -28.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 26.0];  roots: []
    equation: [72.0, -96.0, 88.0];  roots: []
    equation: [-5.0, 0.0, -64.0, 0.0, -96.0];  roots: []
    equation: [0.0, 0.0, -18.0, 0.0, -25.0];  roots: []
    equation: [16.0, 4.0, 8.0];  roots: []
    equation: [0.0, 0.0, 84.0, 0.0, 51.0];  roots: []
    equation: [84.0, 0.0, 48.0, 0.0, 24.0];  roots: []
    equation: [8.0, 0.0, -8.0, 0.0, 51.0];  roots: []
    equation: [-64.0, 0.0, 0.0, 0.0, -51.0];  roots: []
    equation: [-20.0, 0.0, -39.0, 0.0, -96.0];  roots: []
    equation: [0.0, -88.0];  roots: []
    equation: [60.0, 0.0, 0.0, 0.0, 30.0];  roots: []
    equation: [10.0, 0.0, 46.0, 0.0, 18.0];  roots: []
    equation: [80.0, 0.0, -10.0, 0.0, 36.0];  roots: []
    equation: [0.0, 0.0, 34.0, 0.0, 3.0];  roots: []
    equation: [0.0, -14.0];  roots: []
    equation: [-14.0, 0.0, -42.0, 0.0, -14.0];  roots: []
    equation: [-51.0, 0.0, 0.0, 0.0, -38.0];  roots: []
    equation: [0.0, -18.0];  roots: []
    equation: [5.0, 0.0, 15.0];  roots: []
    equation: [0.0, 0.0, 72.0];  roots: []
    equation: [-28.0, 23.0, -72.0];  roots: []
    equation: [80.0, 0.0, 66.0, 0.0, 21.0];  roots: []
    equation: [42.0, 6.0, 10.0];  roots: []
    equation: [0.0, -88.0];  roots: []
    equation: [0.0, 66.0];  roots: []
    equation: [-22.0, 27.0, -60.0];  roots: []
    equation: [48.0, -32.0, 57.0];  roots: []
    equation: [-75.0, 11.0, -84.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, -20.0];  roots: []
    equation: [0.0, 36.0];  roots: []
    equation: [-2.0, 0.0, -72.0, 0.0, -9.0];  roots: []
    equation: [-46.0, 6.0, -16.0];  roots: []
    equation: [25.0, 15.0, 3.0];  roots: []
    equation: [-8.0, 3.0, -54.0];  roots: []
    equation: [0.0, -12.0];  roots: []
    equation: [0.0, 51.0];  roots: []
    equation: [0.0, -20.0];  roots: []
    equation: [0.0, -10.0];  roots: []
    equation: [8.0, -39.0, 72.0];  roots: []
    equation: [42.0, 0.0, 0.0, 0.0, 69.0];  roots: []
    equation: [-16.0, 0.0, -44.0, 0.0, -1.0];  roots: []
    equation: [-72.0, 0.0, -19.0, 0.0, -38.0];  roots: []
    equation: [25.0, 0.0, 0.0, 0.0, 16.0];  roots: []
    equation: [30.0, 0.0, 84.0];  roots: []
    equation: [100.0, 5.0, 9.0];  roots: []
    equation: [9.0, 0.0, -16.0, 0.0, 33.0];  roots: []
    equation: [0.0, 0.0, 0.0, 0.0, 24.0];  roots: []
    equation: [-12.0, -23.0, -75.0];  roots: []
    equation: [-21.0, 0.0, -20.0];  roots: []
    equation: [-45.0, 25.0, -10.0];  roots: []
    equation: [20.0, 21.0, 15.0];  roots: []
    equation: [0.0, 0.0, -4.0, 0.0, -42.0];  roots: []
    equation: [42.0, 0.0, -22.0, 0.0, 6.0];  roots: []
    equation: [-20.0, 0.0, 0.0, 0.0, -19.0];  roots: []
    equation: [-28.0, 0.0, 0.0, 0.0, -45.0];  roots: []
    equation: [0.0, 0.0, 39.0, 0.0, 63.0];  roots: []
    equation: [-18.0, 0.0, 0.0, 0.0, -11.0];  roots: []
    equation: [-20.0, 0.0, 0.0, 0.0, -32.0];  roots: []
    equation: [9.0, 0.0, 24.0];  roots: []
    equation: [-40.0, -8.0, -3.0];  roots: []
    equation: [52.0, -38.0, 100.0];  roots: []
    equation: [0.0, -75.0];  roots: []
    equation: [0.0, -8.0];  roots: []
    equation: [80.0, 15.0, 8.0];  roots: []
    equation: [0.0, 0.0, -92.0];  roots: []
    equation: [45.0, 0.0, 0.0, 0.0, 2.0];  roots: []
    equation: [0.0, 0.0, 9.0, 0.0, 21.0];  roots: []
    equation: [0.0, -21.0];  roots: []
    equation: [0.0, -12.0];  roots: []
    equation: [0.0, -40.0];  roots: []
    equation: [0.0, 0.0, 13.0];  roots: []
    equation: [30.0, 51.0, 44.0];  roots: []
    equation: [0.0, 0.0, 39.0, 0.0, 48.0];  roots: []
    equation: [-40.0, 0.0, -22.0];  roots: []
    equation: [-84.0, -48.0, -13.0];  roots: []
    equation: [0.0, 88.0];  roots: []
    equation: [-32.0, 0.0, -44.0];  roots: []
    equation: [-100.0, 6.0, -42.0];  roots: []
    equation: [9.0, 0.0, 48.0];  roots: []
    equation: [-48.0, 0.0, 22.0, 0.0, -17.0];  roots: []
    equation: [-66.0, 0.0, -44.0];  roots: []
    equation: [0.0, -14.0];  roots: []
Equations with one root
    equation: [9.0, 4.0];  roots: [-0.4444444444444444]
    equation: [52.0, -69.0];  roots: [1.3269230769230769]
    equation: [-24.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 12.0, 18.0];  roots: [-1.5]
    equation: [-16.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -88.0, 0.0];  roots: [0.0]
    equation: [46.0, 0.0];  roots: [-0.0]
    equation: [0.0, -57.0, 24.0];  roots: [0.42105263157894735]
    equation: [-28.0, 12.0];  roots: [0.42857142857142855]
    equation: [-16.0, 1.0];  roots: [0.0625]
    equation: [0.0, 18.0, 0.0];  roots: [-0.0]
    equation: [0.0, -63.0, 30.0];  roots: [0.47619047619047616]
    equation: [-9.0, 0.0, 0.0];  roots: [0.0]
    equation: [-40.0, 23.0];  roots: [0.575]
    equation: [0.0, 8.0, 17.0];  roots: [-2.125]
    equation: [0.0, 0.0, 18.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-27.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 3.0, 0.0];  roots: [-0.0]
    equation: [50.0, -6.0];  roots: [0.12]
    equation: [24.0, 36.0];  roots: [-1.5]
    equation: [6.0, 48.0];  roots: [-8.0]
    equation: [28.0, -60.0];  roots: [2.142857142857143]
    equation: [-20.0, -36.0];  roots: [-1.8]
    equation: [22.0, 17.0];  roots: [-0.7727272727272727]
    equation: [0.0, 0.0, -10.0, 0.0, 0.0];  roots: [0.0]
    equation: [-64.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [10.0, 0.0];  roots: [-0.0]
    equation: [-27.0, -17.0];  roots: [-0.6296296296296297]
    equation: [16.0, 0.0, 40.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -30.0, -50.0];  roots: [-1.6666666666666667]
    equation: [0.0, 26.0, -1.0];  roots: [0.038461538461538464]
    equation: [0.0, 14.0, -48.0];  roots: [3.4285714285714284]
    equation: [12.0, -30.0];  roots: [2.5]
    equation: [63.0, -9.0];  roots: [0.14285714285714285]
    equation: [26.0, 0.0];  roots: [-0.0]
    equation: [-11.0, -92.0];  roots: [-8.363636363636363]
    equation: [-9.0, -20.0];  roots: [-2.2222222222222223]
    equation: [-46.0, -50.0];  roots: [-1.0869565217391304]
    equation: [-75.0, -44.0];  roots: [-0.5866666666666667]
    equation: [-21.0, 22.0];  roots: [1.0476190476190477]
    equation: [-21.0, 0.0];  roots: [0.0]
    equation: [100.0, -34.0];  roots: [0.34]
    equation: [88.0, -36.0];  roots: [0.4090909090909091]
    equation: [28.0, 21.0];  roots: [-0.75]
    equation: [50.0, 0.0];  roots: [-0.0]
    equation: [54.0, 0.0];  roots: [-0.0]
    equation: [17.0, -20.0];  roots: [1.1764705882352942]
    equation: [-14.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 20.0, 8.0];  roots: [-0.4]
    equation: [-64.0, -23.0];  roots: [-0.359375]
    equation: [4.0, 0.0, 18.0, 0.0, 0.0];  roots: [0.0]
    equation: [-26.0, 0.0, -51.0, 0.0, 0.0];  roots: [0.0]
    equation: [-42.0, 27.0];  roots: [0.6428571428571429]
    equation: [6.0, -40.0];  roots: [6.666666666666667]
    equation: [15.0, -24.0];  roots: [1.6]
    equation: [0.0, 0.0, 84.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-6.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [-1.0, -60.0];  roots: [-60.0]
    equation: [56.0, 0.0];  roots: [-0.0]
    equation: [30.0, 30.0];  roots: [-1.0]
    equation: [-20.0, -24.0];  roots: [-1.2]
    equation: [-48.0, -63.0];  roots: [-1.3125]
    equation: [46.0, 57.0];  roots: [-1.2391304347826086]
    equation: [69.0, 64.0];  roots: [-0.927536231884058]
    equation: [16.0, 10.0];  roots: [-0.625]
    equation: [52.0, -11.0];  roots: [0.21153846153846154]
    equation: [0.0, 22.0, 9.0];  roots: [-0.4090909090909091]
    equation: [-6.0, -48.0];  roots: [-8.0]
    equation: [42.0, -3.0];  roots: [0.07142857142857142]
    equation: [-100.0, 0.0];  roots: [0.0]
    equation: [-8.0, -96.0];  roots: [-12.0]
    equation: [66.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, -68.0, -20.0];  roots: [-0.29411764705882354]
    equation: [2.0, 4.0];  roots: [-2.0]
    equation: [-20.0, 0.0];  roots: [0.0]
    equation: [-6.0, 20.0];  roots: [3.3333333333333335]
    equation: [-12.0, 0.0];  roots: [0.0]
    equation: [36.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-5.0, 0.0, -28.0, 0.0, 0.0];  roots: [0.0]
    equation: [-32.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -1.0, 0.0];  roots: [0.0]
    equation: [68.0, 42.0];  roots: [-0.6176470588235294]
    equation: [11.0, -68.0];  roots: [6.181818181818182]
    equation: [-75.0, 0.0];  roots: [0.0]
    equation: [15.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 60.0, 0.0];  roots: [-0.0]
    equation: [0.0, -21.0, -72.0];  roots: [-3.4285714285714284]
    equation: [60.0, -4.0];  roots: [0.06666666666666667]
    equation: [0.0, 0.0, 48.0, 0.0, 0.0];  roots: [-0.0]
    equation: [64.0, 48.0];  roots: [-0.75]
    equation: [48.0, -42.0];  roots: [0.875]
    equation: [28.0, -24.0];  roots: [0.8571428571428571]
    equation: [-66.0, 20.0];  roots: [0.30303030303030304]
    equation: [75.0, 0.0, 16.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 24.0, 0.0];  roots: [-0.0]
    equation: [5.0, -9.0];  roots: [1.8]
    equation: [-75.0, -20.0];  roots: [-0.26666666666666666]
    equation: [14.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [92.0, 17.0];  roots: [-0.18478260869565216]
    equation: [-13.0, -9.0];  roots: [-0.6923076923076923]
    equation: [-66.0, -32.0];  roots: [-0.48484848484848486]
    equation: [56.0, -20.0];  roots: [0.35714285714285715]
    equation: [-8.0, -24.0];  roots: [-3.0]
    equation: [18.0, 96.0];  roots: [-5.333333333333333]
    equation: [-18.0, -66.0];  roots: [-3.6666666666666665]
    equation: [96.0, 14.0];  roots: [-0.14583333333333334]
    equation: [-60.0, 0.0, 0.0];  roots: [0.0]
    equation: [-48.0, -28.0];  roots: [-0.5833333333333334]
    equation: [-30.0, 0.0];  roots: [0.0]
    equation: [76.0, 28.0];  roots: [-0.3684210526315789]
    equation: [-3.0, 24.0];  roots: [8.0]
    equation: [0.0, 0.0, -18.0, 0.0, 0.0];  roots: [0.0]
    equation: [-64.0, 0.0, -5.0, 0.0, 0.0];  roots: [0.0]
    equation: [17.0, -44.0];  roots: [2.588235294117647]
    equation: [-32.0, 0.0];  roots: [0.0]
    equation: [18.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [-66.0, -17.0];  roots: [-0.25757575757575757]
    equation: [23.0, 0.0];  roots: [-0.0]
    equation: [-12.0, 3.0];  roots: [0.25]
    equation: [-18.0, 33.0];  roots: [1.8333333333333333]
    equation: [40.0, -23.0];  roots: [0.575]
    equation: [0.0, -30.0, -20.0];  roots: [-0.6666666666666666]
    equation: [66.0, 0.0, 24.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -12.0, 0.0];  roots: [0.0]
    equation: [0.0, -3.0, 21.0];  roots: [7.0]
    equation: [-46.0, 96.0];  roots: [2.0869565217391304]
    equation: [16.0, -50.0];  roots: [3.125]
    equation: [63.0, -33.0];  roots: [0.5238095238095238]
    equation: [36.0, -34.0];  roots: [0.9444444444444444]
    equation: [48.0, -3.0];  roots: [0.0625]
    equation: [36.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 42.0, 32.0];  roots: [-0.7619047619047619]
    equation: [26.0, 24.0];  roots: [-0.9230769230769231]
    equation: [15.0, -14.0];  roots: [0.9333333333333333]
    equation: [-20.0, 40.0];  roots: [2.0]
    equation: [72.0, 5.0];  roots: [-0.06944444444444445]
    equation: [-8.0, 18.0];  roots: [2.25]
    equation: [-36.0, -11.0];  roots: [-0.3055555555555556]
    equation: [44.0, -16.0];  roots: [0.36363636363636365]
    equation: [18.0, 15.0];  roots: [-0.8333333333333334]
    equation: [-15.0, -21.0];  roots: [-1.4]
    equation: [42.0, -46.0];  roots: [1.0952380952380953]
    equation: [0.0, 0.0, -92.0, 0.0, 0.0];  roots: [0.0]
    equation: [24.0, 0.0, 63.0, 0.0, 0.0];  roots: [0.0]
    equation: [17.0, -60.0];  roots: [3.5294117647058822]
    equation: [-7.0, 14.0];  roots: [2.0]
    equation: [-18.0, -2.0];  roots: [-0.1111111111111111]
    equation: [0.0, 30.0, 0.0];  roots: [-0.0]
    equation: [0.0, -24.0, -28.0];  roots: [-1.1666666666666667]
    equation: [-24.0, 0.0];  roots: [0.0]
    equation: [-6.0, -42.0];  roots: [-7.0]
    equation: [0.0, 69.0, -38.0];  roots: [0.5507246376811594]
    equation: [-15.0, 0.0, -32.0, 0.0, 0.0];  roots: [0.0]
    equation: [-36.0, 34.0];  roots: [0.9444444444444444]
    equation: [-14.0, 0.0, 0.0];  roots: [0.0]
    equation: [-2.0, 0.0];  roots: [0.0]
    equation: [36.0, 0.0];  roots: [-0.0]
    equation: [42.0, 0.0, 46.0, 0.0, 0.0];  roots: [0.0]
    equation: [18.0, -84.0];  roots: [4.666666666666667]
    equation: [-54.0, 22.0];  roots: [0.4074074074074074]
    equation: [0.0, 14.0, 0.0];  roots: [-0.0]
    equation: [11.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [-12.0, 24.0];  roots: [2.0]
    equation: [24.0, 0.0];  roots: [-0.0]
    equation: [-44.0, 0.0, -66.0, 0.0, 0.0];  roots: [0.0]
    equation: [75.0, 0.0, 50.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -32.0, 60.0];  roots: [1.875]
    equation: [0.0, 9.0, 20.0];  roots: [-2.2222222222222223]
    equation: [-4.0, -22.0];  roots: [-5.5]
    equation: [-16.0, -22.0];  roots: [-1.375]
    equation: [0.0, 18.0, 0.0];  roots: [-0.0]
    equation: [-48.0, 0.0];  roots: [0.0]
    equation: [-14.0, 0.0];  roots: [0.0]
    equation: [12.0, 0.0, 11.0, 0.0, 0.0];  roots: [0.0]
    equation: [-44.0, 0.0, -27.0, 0.0, 0.0];  roots: [0.0]
    equation: [32.0, 0.0, 14.0, 0.0, 0.0];  roots: [0.0]
    equation: [2.0, -38.0];  roots: [19.0]
    equation: [24.0, -22.0];  roots: [0.9166666666666666]
    equation: [-12.0, 13.0];  roots: [1.0833333333333333]
    equation: [0.0, 18.0, 100.0];  roots: [-5.555555555555555]
    equation: [-30.0, 40.0];  roots: [1.3333333333333333]
    equation: [72.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 25.0, 0.0];  roots: [-0.0]
    equation: [0.0, -40.0, -10.0];  roots: [-0.25]
    equation: [50.0, 0.0];  roots: [-0.0]
    equation: [-22.0, -6.0];  roots: [-0.2727272727272727]
    equation: [0.0, 0.0, -46.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 10.0, 0.0];  roots: [-0.0]
    equation: [76.0, -8.0];  roots: [0.10526315789473684]
    equation: [28.0, 44.0];  roots: [-1.5714285714285714]
    equation: [30.0, 0.0];  roots: [-0.0]
    equation: [-32.0, 3.0];  roots: [0.09375]
    equation: [-48.0, -8.0];  roots: [-0.16666666666666666]
    equation: [-36.0, 0.0];  roots: [0.0]
    equation: [24.0, 38.0];  roots: [-1.5833333333333333]
    equation: [16.0, -16.0];  roots: [1.0]
    equation: [36.0, -44.0];  roots: [1.2222222222222223]
    equation: [0.0, 0.0, -92.0, 0.0, 0.0];  roots: [0.0]
    equation: [100.0, 0.0];  roots: [-0.0]
    equation: [-16.0, 9.0];  roots: [0.5625]
    equation: [0.0, 0.0, 57.0, 0.0, 0.0];  roots: [-0.0]
    equation: [14.0, -6.0];  roots: [0.42857142857142855]
    equation: [-32.0, 0.0];  roots: [0.0]
    equation: [30.0, 0.0, 9.0, 0.0, 0.0];  roots: [0.0]
    equation: [-28.0, -72.0];  roots: [-2.5714285714285716]
    equation: [-15.0, 4.0];  roots: [0.26666666666666666]
    equation: [0.0, 24.0, -75.0];  roots: [3.125]
    equation: [-28.0, 0.0];  roots: [0.0]
    equation: [-63.0, 16.0];  roots: [0.25396825396825395]
    equation: [12.0, 6.0];  roots: [-0.5]
    equation: [30.0, 44.0];  roots: [-1.4666666666666666]
    equation: [-15.0, 0.0, -14.0, 0.0, 0.0];  roots: [0.0]
    equation: [100.0, -7.0];  roots: [0.07]
    equation: [-50.0, 0.0];  roots: [0.0]
    equation: [-8.0, 6.0];  roots: [0.75]
    equation: [63.0, 0.0];  roots: [-0.0]
    equation: [-15.0, -60.0];  roots: [-4.0]
    equation: [-44.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [21.0, 8.0];  roots: [-0.38095238095238093]
    equation: [-45.0, 0.0];  roots: [0.0]
    equation: [12.0, 0.0, 10.0, 0.0, 0.0];  roots: [0.0]
    equation: [21.0, -63.0];  roots: [3.0]
    equation: [48.0, -60.0];  roots: [1.25]
    equation: [-42.0, 0.0, -24.0, 0.0, 0.0];  roots: [0.0]
    equation: [-15.0, 22.0];  roots: [1.4666666666666666]
    equation: [0.0, 12.0, -69.0];  roots: [5.75]
    equation: [-17.0, 4.0];  roots: [0.23529411764705882]
    equation: [23.0, -66.0];  roots: [2.869565217391304]
    equation: [10.0, 0.0, 44.0, 0.0, 0.0];  roots: [0.0]
    equation: [2.0, 21.0];  roots: [-10.5]
    equation: [72.0, 19.0];  roots: [-0.2638888888888889]
    equation: [0.0, -24.0, -14.0];  roots: [-0.5833333333333334]
    equation: [30.0, -44.0];  roots: [1.4666666666666666]
    equation: [2.0, 60.0];  roots: [-30.0]
    equation: [0.0, 8.0, 96.0];  roots: [-12.0]
    equation: [0.0, -4.0, -11.0];  roots: [-2.75]
    equation: [-21.0, -7.0];  roots: [-0.3333333333333333]
    equation: [-30.0, 0.0];  roots: [0.0]
    equation: [68.0, 0.0];  roots: [-0.0]
    equation: [20.0, 0.0, 8.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 8.0, 45.0];  roots: [-5.625]
    equation: [0.0, -8.0, -5.0];  roots: [-0.625]
    equation: [10.0, 0.0, 2.0, 0.0, 0.0];  roots: [0.0]
    equation: [-66.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -32.0, 16.0];  roots: [0.5]
    equation: [0.0, 4.0, 0.0];  roots: [-0.0]
    equation: [0.0, -20.0, 0.0];  roots: [0.0]
    equation: [-4.0, 11.0];  roots: [2.75]
    equation: [-34.0, 0.0];  roots: [0.0]
    equation: [-15.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [-30.0, 5.0];  roots: [0.16666666666666666]
    equation: [12.0, -2.0];  roots: [0.16666666666666666]
    equation: [15.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [-42.0, -68.0];  roots: [-1.619047619047619]
    equation: [4.0, 0.0, 22.0, 0.0, 0.0];  roots: [0.0]
    equation: [-20.0, 50.0];  roots: [2.5]
    equation: [-36.0, -40.0];  roots: [-1.1111111111111112]
    equation: [-18.0, 0.0, 0.0];  roots: [0.0]
    equation: [-8.0, 0.0, -48.0, 0.0, 0.0];  roots: [0.0]
    equation: [4.0, 10.0];  roots: [-2.5]
    equation: [23.0, -39.0];  roots: [1.6956521739130435]
    equation: [-66.0, 28.0];  roots: [0.42424242424242425]
    equation: [45.0, 0.0];  roots: [-0.0]
    equation: [-18.0, -4.0];  roots: [-0.2222222222222222]
    equation: [0.0, 24.0, -18.0];  roots: [0.75]
    equation: [-13.0, 13.0];  roots: [1.0]
    equation: [4.0, -24.0];  roots: [6.0]
    equation: [18.0, -56.0];  roots: [3.111111111111111]
    equation: [-50.0, 25.0];  roots: [0.5]
    equation: [-28.0, -57.0];  roots: [-2.0357142857142856]
    equation: [0.0, 23.0, 72.0];  roots: [-3.130434782608696]
    equation: [-88.0, -48.0];  roots: [-0.5454545454545454]
    equation: [0.0, -75.0, -32.0];  roots: [-0.4266666666666667]
    equation: [0.0, -15.0, -100.0];  roots: [-6.666666666666667]
    equation: [0.0, 27.0, -51.0];  roots: [1.8888888888888888]
    equation: [6.0, -75.0];  roots: [12.5]
    equation: [30.0, 0.0];  roots: [-0.0]
    equation: [0.0, 0.0, 46.0, 0.0, 0.0];  roots: [-0.0]
    equation: [51.0, 0.0];  roots: [-0.0]
    equation: [-32.0, -19.0];  roots: [-0.59375]
    equation: [-24.0, -28.0];  roots: [-1.1666666666666667]
    equation: [0.0, 0.0, 3.0, 0.0, 0.0];  roots: [-0.0]
    equation: [7.0, 0.0, 44.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -72.0, 64.0];  roots: [0.8888888888888888]
    equation: [64.0, -9.0];  roots: [0.140625]
    equation: [36.0, 54.0];  roots: [-1.5]
    equation: [15.0, -18.0];  roots: [1.2]
    equation: [-13.0, 25.0];  roots: [1.9230769230769231]
    equation: [0.0, 60.0, 6.0];  roots: [-0.1]
    equation: [-4.0, -84.0];  roots: [-21.0]
    equation: [88.0, 22.0];  roots: [-0.25]
    equation: [0.0, -57.0, -60.0];  roots: [-1.0526315789473684]
    equation: [-34.0, 27.0];  roots: [0.7941176470588235]
    equation: [-42.0, 34.0];  roots: [0.8095238095238095]
    equation: [33.0, -5.0];  roots: [0.15151515151515152]
    equation: [10.0, 0.0];  roots: [-0.0]
    equation: [-20.0, -17.0];  roots: [-0.85]
    equation: [-44.0, 18.0];  roots: [0.4090909090909091]
    equation: [0.0, 48.0, 0.0];  roots: [-0.0]
    equation: [0.0, 14.0, 8.0];  roots: [-0.5714285714285714]
    equation: [-32.0, 0.0, -20.0, 0.0, 0.0];  roots: [0.0]
    equation: [13.0, 0.0, 3.0, 0.0, 0.0];  roots: [0.0]
    equation: [2.0, 76.0];  roots: [-38.0]
    equation: [96.0, 0.0];  roots: [-0.0]
    equation: [-63.0, -33.0];  roots: [-0.5238095238095238]
    equation: [-44.0, 9.0];  roots: [0.20454545454545456]
    equation: [9.0, -16.0];  roots: [1.7777777777777777]
    equation: [-18.0, 0.0, -38.0, 0.0, 0.0];  roots: [0.0]
    equation: [-32.0, 0.0];  roots: [0.0]
    equation: [20.0, 8.0];  roots: [-0.4]
    equation: [-20.0, 92.0];  roots: [4.6]
    equation: [0.0, -84.0, 39.0];  roots: [0.4642857142857143]
    equation: [0.0, -6.0, -60.0];  roots: [-10.0]
