--------task_3_2/input02_solution.txt--------
Equations without roots
    equation: [-84.0, 0.0, 39.0, 0.0, -6.0];  roots: []
    equation: [-18.0, -66.0];  roots: [-3.6666666666666665]
    equation: [96.0, 14.0];  roots: [-0.14583333333333334]
    equation: [-60.0, 0.0, 0.0];  roots: [0.0]
    equation: [-48.0, -28.0];  roots: [-0.5833333333333334]
    equation: [-30.0, 0.0];  roots: [0.0]
    equation: [76.0, 28.0];  roots: [-0.3684210526315789]
    equation: [-3.0, 24.0];  roots: [8.0]
    equation: [0.0, 0.0, -18.0, 0.0, 0.0];  roots: [0.0]
    equation: [-64.0, 0.0, -5.0, 0.0, 0.0];  roots: [-0.0]
    equation: [17.0, -44.0];  roots: [2.588235294117647]
    equation: [-32.0, 0.0];  roots: [0.0]
    equation: [18.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-66.0, -17.0];  roots: [-0.25757575757575757]
    equation: [23.0, 0.0];  roots: [-0.0]
    equation: [-12.0, 3.0];  roots: [0.25]
    equation: [-18.0, 33.0];  roots: [1.8333333333333333]
    equation: [40.0, -23.0];  roots: [0.575]
    equation: [0.0, -30.0, -20.0];  roots: [-0.6666666666666666]
    equation: [66.0, 0.0, 24.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -12.0, 0.0];  roots: [0.0]
    equation: [0.0, -3.0, 21.0];  roots: [7.0]
    equation: [-46.0, 96.0];  roots: [2.0869565217391304]
    equation: [16.0, -50.0];  roots: [3.125]
    equation: [63.0, -33.0];  roots: [0.5238095238095238]
    equation: [36.0, -34.0];  roots: [0.9444444444444444]
    equation: [48.0, -3.0];  roots: [0.0625]
    equation: [36.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 42.0, 32.0];  roots: [-0.7619047619047619]
    equation: [26.0, 24.0];  roots: [-0.9230769230769231]
    equation: [15.0, -14.0];  roots: [0.9333333333333333]
    equation: [-20.0, 40.0];  roots: [2.0]
    equation: [72.0, 5.0];  roots: [-0.06944444444444445]
    equation: [-8.0, 18.0];  roots: [2.25]
    equation: [-36.0, -11.0];  roots: [-0.3055555555555556]
    equation: [44.0, -16.0];  roots: [0.36363636363636365]
    equation: [18.0, 15.0];  roots: [-0.8333333333333334]
    equation: [-15.0, -21.0];  roots: [-1.4]
    equation: [42.0, -46.0];  roots: [1.0952380952380953]
    equation: [0.0, 0.0, -92.0, 0.0, 0.0];  roots: [0.0]
    equation: [24.0, 0.0, 63.0, 0.0, 0.0];  roots: [0.0]
    equation: [17.0, -60.0];  roots: [3.5294117647058822]
    equation: [-7.0, 14.0];  roots: [2.0]
    equation: [-18.0, -2.0];  roots: [-0.1111111111111111]
    equation: [0.0, 30.0, 0.0];  roots: [-0.0]
    equation: [0.0, -24.0, -28.0];  roots: [-1.1666666666666667]
    equation: [-24.0, 0.0];  roots: [0.0]
    equation: [-6.0, -42.0];  roots: [-7.0]
    equation: [0.0, 69.0, -38.0];  roots: [0.5507246376811594]
    equation: [-15.0, 0.0, -32.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-36.0, 34.0];  roots: [0.9444444444444444]
    equation: [-14.0, 0.0, 0.0];  roots: [0.0]
    equation: [-2.0, 0.0];  roots: [0.0]
    equation: [36.0, 0.0];  roots: [-0.0]
    equation: [42.0, 0.0, 46.0, 0.0, 0.0];  roots: [0.0]
    equation: [18.0, -84.0];  roots: [4.666666666666667]
    equation: [-54.0, 22.0];  roots: [0.4074074074074074]
    equation: [0.0, 14.0, 0.0];  roots: [-0.0]
    equation: [11.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-12.0, 24.0];  roots: [2.0]
    equation: [24.0, 0.0];  roots: [-0.0]
    equation: [-44.0, 0.0, -66.0, 0.0, 0.0];  roots: [-0.0]
    equation: [75.0, 0.0, 50.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -32.0, 60.0];  roots: [1.875]
    equation: [0.0, 9.0, 20.0];  roots: [-2.2222222222222223]
    equation: [-4.0, -22.0];  roots: [-5.5]
    equation: [-16.0, -22.0];  roots: [-1.375]
    equation: [0.0, 18.0, 0.0];  roots: [-0.0]
    equation: [-48.0, 0.0];  roots: [0.0]
    equation: [-14.0, 0.0];  roots: [0.0]
    equation: [12.0, 0.0, 11.0, 0.0, 0.0];  roots: [0.0]
    equation: [-44.0, 0.0, -27.0, 0.0, 0.0];  roots: [-0.0]
    equation: [32.0, 0.0, 14.0, 0.0, 0.0];  roots: [0.0]
    equation: [2.0, -38.0];  roots: [19.0]
    equation: [24.0, -22.0];  roots: [0.9166666666666666]
    equation: [-12.0, 13.0];  roots: [1.0833333333333333]
    equation: [0.0, 18.0, 100.0];  roots: [-5.555555555555555]
    equation: [-30.0, 40.0];  roots: [1.3333333333333333]
    equation: [72.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 25.0, 0.0];  roots: [-0.0]
    equation: [0.0, -40.0, -10.0];  roots: [-0.25]
    equation: [50.0, 0.0];  roots: [-0.0]
    equation: [-22.0, -6.0];  roots: [-0.2727272727272727]
    equation: [0.0, 0.0, -46.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 10.0, 0.0];  roots: [-0.0]
    equation: [76.0, -8.0];  roots: [0.10526315789473684]
    equation: [28.0, 44.0];  roots: [-1.5714285714285714]
    equation: [30.0, 0.0];  roots: [-0.0]
    equation: [-32.0, 3.0];  roots: [0.09375]
    equation: [-48.0, -8.0];  roots: [-0.16666666666666666]
    equation: [-36.0, 0.0];  roots: [0.0]
    equation: [24.0, 38.0];  roots: [-1.5833333333333333]
    equation: [16.0, -16.0];  roots: [1.0]
    equation: [36.0, -44.0];  roots: [1.2222222222222223]
    equation: [0.0, 0.0, -92.0, 0.0, 0.0];  roots: [0.0]
    equation: [100.0, 0.0];  roots: [-0.0]
    equation: [-16.0, 9.0];  roots: [0.5625]
    equation: [0.0, 0.0, 57.0, 0.0, 0.0];  roots: [-0.0]
    equation: [14.0, -6.0];  roots: [0.42857142857142855]
    equation: [-32.0, 0.0];  roots: [0.0]
    equation: [30.0, 0.0, 9.0, 0.0, 0.0];  roots: [0.0]
    equation: [-28.0, -72.0];  roots: [-2.5714285714285716]
    equation: [-15.0, 4.0];  roots: [0.26666666666666666]
    equation: [0.0, 24.0, -75.0];  roots: [3.125]
    equation: [-28.0, 0.0];  roots: [0.0]
    equation: [-63.0, 16.0];  roots: [0.25396825396825395]
    equation: [12.0, 6.0];  roots: [-0.5]
    equation: [30.0, 44.0];  roots: [-1.4666666666666666]
    equation: [-15.0, 0.0, -14.0, 0.0, 0.0];  roots: [-0.0]
    equation: [100.0, -7.0];  roots: [0.07]
    equation: [-50.0, 0.0];  roots: [0.0]
    equation: [-8.0, 6.0];  roots: [0.75]
    equation: [63.0, 0.0];  roots: [-0.0]
    equation: [-15.0, -60.0];  roots: [-4.0]
    equation: [-44.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [21.0, 8.0];  roots: [-0.38095238095238093]
    equation: [-45.0, 0.0];  roots: [0.0]
    equation: [12.0, 0.0, 10.0, 0.0, 0.0];  roots: [0.0]
    equation: [21.0, -63.0];  roots: [3.0]
    equation: [48.0, -60.0];  roots: [1.25]
    equation: [-42.0, 0.0, -24.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-15.0, 22.0];  roots: [1.4666666666666666]
    equation: [0.0, 12.0, -69.0];  roots: [5.75]
    equation: [-17.0, 4.0];  roots: [0.23529411764705882]
    equation: [23.0, -66.0];  roots: [2.869565217391304]
    equation: [10.0, 0.0, 44.0, 0.0, 0.0];  roots: [0.0]
    equation: [2.0, 21.0];  roots: [-10.5]
    equation: [72.0, 19.0];  roots: [-0.2638888888888889]
    equation: [0.0, -24.0, -14.0];  roots: [-0.5833333333333334]
    equation: [30.0, -44.0];  roots: [1.4666666666666666]
    equation: [2.0, 60.0];  roots: [-30.0]
    equation: [0.0, 8.0, 96.0];  roots: [-12.0]
    equation: [0.0, -4.0, -11.0];  roots: [-2.75]
    equation: [-21.0, -7.0];  roots: [-0.3333333333333333]
    equation: [-30.0, 0.0];  roots: [0.0]
    equation: [68.0, 0.0];  roots: [-0.0]
    equation: [20.0, 0.0, 8.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 8.0, 45.0];  roots: [-5.625]
    equation: [0.0, -8.0, -5.0];  roots: [-0.625]
    equation: [10.0, 0.0, 2.0, 0.0, 0.0];  roots: [0.0]
    equation: [-66.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -32.0, 16.0];  roots: [0.5]
    equation: [0.0, 4.0, 0.0];  roots: [-0.0]
    equation: [0.0, -20.0, 0.0];  roots: [0.0]
    equation: [-4.0, 11.0];  roots: [2.75]
    equation: [-34.0, 0.0];  roots: [0.0]
    equation: [-15.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [-30.0, 5.0];  roots: [0.16666666666666666]
    equation: [12.0, -2.0];  roots: [0.16666666666666666]
    equation: [15.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-42.0, -68.0];  roots: [-1.619047619047619]
    equation: [4.0, 0.0, 22.0, 0.0, 0.0];  roots: [0.0]
    equation: [-20.0, 50.0];  roots: [2.5]
    equation: [-36.0, -40.0];  roots: [-1.1111111111111112]
    equation: [-18.0, 0.0, 0.0];  roots: [0.0]
    equation: [-8.0, 0.0, -48.0, 0.0, 0.0];  roots: [-0.0]
    equation: [4.0, 10.0];  roots: [-2.5]
    equation: [23.0, -39.0];  roots: [1.6956521739130435]
    equation: [-66.0, 28.0];  roots: [0.42424242424242425]
    equation: [45.0, 0.0];  roots: [-0.0]
    equation: [-18.0, -4.0];  roots: [-0.2222222222222222]
    equation: [0.0, 24.0, -18.0];  roots: [0.75]
    equation: [-13.0, 13.0];  roots: [1.0]
    equation: [4.0, -24.0];  roots: [6.0]
    equation: [18.0, -56.0];  roots: [3.111111111111111]
    equation: [-50.0, 25.0];  roots: [0.5]
    equation: [-28.0, -57.0];  roots: [-2.0357142857142856]
    equation: [0.0, 23.0, 72.0];  roots: [-3.130434782608696]
    equation: [-88.0, -48.0];  roots: [-0.5454545454545454]
    equation: [0.0, -75.0, -32.0];  roots: [-0.4266666666666667]
    equation: [0.0, -15.0, -100.0];  roots: [-6.666666666666667]
    equation: [0.0, 27.0, -51.0];  roots: [1.8888888888888888]
    equation: [6.0, -75.0];  roots: [12.5]
    equation: [30.0, 0.0];  roots: [-0.0]
    equation: [0.0, 0.0, 46.0, 0.0, 0.0];  roots: [-0.0]
    equation: [51.0, 0.0];  roots: [-0.0]
    equation: [-32.0, -19.0];  roots: [-0.59375]
    equation: [-24.0, -28.0];  roots: [-1.1666666666666667]
    equation: [0.0, 0.0, 3.0, 0.0, 0.0];  roots: [-0.0]
    equation: [7.0, 0.0, 44.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, -72.0, 64.0];  roots: [0.8888888888888888]
    equation: [64.0, -9.0];  roots: [0.140625]
    equation: [36.0, 54.0];  roots: [-1.5]
    equation: [15.0, -18.0];  roots: [1.2]
    equation: [-13.0, 25.0];  roots: [1.9230769230769231]
    equation: [0.0, 60.0, 6.0];  roots: [-0.1]
    equation: [-4.0, -84.0];  roots: [-21.0]
    equation: [88.0, 22.0];  roots: [-0.25]
    equation: [0.0, -57.0, -60.0];  roots: [-1.0526315789473684]
    equation: [-34.0, 27.0];  roots: [0.7941176470588235]
    equation: [-42.0, 34.0];  roots: [0.8095238095238095]
    equation: [33.0, -5.0];  roots: [0.15151515151515152]
    equation: [10.0, 0.0];  roots: [-0.0]
    equation: [-20.0, -17.0];  roots: [-0.85]
    equation: [-44.0, 18.0];  roots: [0.4090909090909091]
    equation: [0.0, 48.0, 0.0];  roots: [-0.0]
    equation: [0.0, 14.0, 8.0];  roots: [-0.5714285714285714]
    equation: [-32.0, 0.0, -20.0, 0.0, 0.0];  roots: [-0.0]
    equation: [13.0, 0.0, 3.0, 0.0, 0.0];  roots: [0.0]
    equation: [2.0, 76.0];  roots: [-38.0]
    equation: [96.0, 0.0];  roots: [-0.0]
    equation: [-63.0, -33.0];  roots: [-0.5238095238095238]
    equation: [-44.0, 9.0];  roots: [0.20454545454545456]
    equation: [9.0, -16.0];  roots: [1.7777777777777777]
    equation: [-18.0, 0.0, -38.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-32.0, 0.0];  roots: [0.0]
    equation: [20.0, 8.0];  roots: [-0.4]
    equation: [-20.0, 92.0];  roots: [4.6]
    equation: [0.0, -84.0, 39.0];  roots: [0.4642857142857143]
    equation: [0.0, -6.0, -60.0];  roots: [-10.0]
    equation: [0.0, 4.0, 20.0];  roots: [-5.0]
    equation: [0.0, -42.0, 0.0];  roots: [0.0]
    equation: [0.0, -69.0, 36.0];  roots: [0.5217391304347826]
    equation: [0.0, 19.0, 36.0];  roots: [-1.894736842105263]
    equation: [0.0, -4.0, 96.0];  roots: [24.0]
    equation: [0.0, 0.0, 60.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 72.0, -18.0];  roots: [0.25]
    equation: [-72.0, 0.0];  roots: [0.0]
    equation: [18.0, -38.0];  roots: [2.111111111111111]
    equation: [0.0, -20.0, -40.0];  roots: [-2.0]
    equation: [45.0, -11.0];  roots: [0.24444444444444444]
    equation: [48.0, 8.0];  roots: [-0.16666666666666666]
    equation: [5.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-66.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [33.0, 0.0, 46.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 0.0, 1.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-48.0, 34.0];  roots: [0.7083333333333334]
    equation: [-24.0, -6.0];  roots: [-0.25]
    equation: [-48.0, 0.0, -57.0, 0.0, 0.0];  roots: [-0.0]
    equation: [60.0, -11.0];  roots: [0.18333333333333332]
    equation: [-63.0, -40.0];  roots: [-0.6349206349206349]
    equation: [0.0, -7.0, 0.0];  roots: [0.0]
    equation: [0.0, -33.0, -20.0];  roots: [-0.6060606060606061]
    equation: [-36.0, -63.0];  roots: [-1.75]
    equation: [51.0, 2.0];  roots: [-0.0392156862745098]
    equation: [22.0, -4.0];  roots: [0.18181818181818182]
    equation: [84.0, -66.0];  roots: [0.7857142857142857]
    equation: [0.0, -84.0, -84.0];  roots: [-1.0]
    equation: [40.0, -2.0];  roots: [0.05]
    equation: [48.0, 0.0];  roots: [-0.0]
    equation: [51.0, 8.0];  roots: [-0.1568627450980392]
    equation: [-30.0, 0.0];  roots: [0.0]
    equation: [-8.0, 40.0];  roots: [5.0]
    equation: [39.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, -20.0, -21.0];  roots: [-1.05]
    equation: [0.0, 26.0, -34.0];  roots: [1.3076923076923077]
    equation: [45.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 0.0, 36.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-12.0, 48.0];  roots: [4.0]
    equation: [-18.0, -20.0];  roots: [-1.1111111111111112]
    equation: [-100.0, -12.0];  roots: [-0.12]
    equation: [10.0, 32.0];  roots: [-3.2]
    equation: [0.0, 0.0, -26.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 45.0, 12.0];  roots: [-0.26666666666666666]
    equation: [0.0, -12.0, 24.0];  roots: [2.0]
    equation: [16.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, -32.0, 24.0];  roots: [0.75]
    equation: [0.0, 46.0, -9.0];  roots: [0.1956521739130435]
    equation: [48.0, 16.0];  roots: [-0.3333333333333333]
    equation: [-66.0, -60.0];  roots: [-0.9090909090909091]
    equation: [-15.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [15.0, -33.0];  roots: [2.2]
    equation: [23.0, 13.0];  roots: [-0.5652173913043478]
    equation: [75.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-10.0, 0.0, -36.0, 0.0, 0.0];  roots: [-0.0]
    equation: [20.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 44.0, -12.0];  roots: [0.2727272727272727]
    equation: [0.0, 16.0, -33.0];  roots: [2.0625]
    equation: [88.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-13.0, 60.0];  roots: [4.615384615384615]
    equation: [4.0, -60.0];  roots: [15.0]
    equation: [-46.0, 100.0];  roots: [2.1739130434782608]
    equation: [14.0, 23.0];  roots: [-1.6428571428571428]
    equation: [0.0, -44.0, 44.0];  roots: [1.0]
    equation: [46.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 0.0, 20.0, 0.0, 0.0];  roots: [-0.0]
    equation: [17.0, 0.0, 5.0, 0.0, 0.0];  roots: [0.0]
    equation: [-32.0, 10.0];  roots: [0.3125]
    equation: [-72.0, -4.0];  roots: [-0.05555555555555555]
    equation: [39.0, -26.0];  roots: [0.6666666666666666]
    equation: [14.0, -42.0];  roots: [3.0]
    equation: [0.0, 24.0, -100.0];  roots: [4.166666666666667]
    equation: [0.0, -20.0, -14.0];  roots: [-0.7]
    equation: [15.0, -24.0];  roots: [1.6]
    equation: [40.0, 0.0, 33.0, 0.0, 0.0];  roots: [0.0]
    equation: [12.0, 38.0];  roots: [-3.1666666666666665]
    equation: [-24.0, -24.0];  roots: [-1.0]
    equation: [24.0, -20.0];  roots: [0.8333333333333334]
    equation: [-13.0, 4.0];  roots: [0.3076923076923077]
    equation: [72.0, 0.0];  roots: [-0.0]
    equation: [56.0, -64.0];  roots: [1.1428571428571428]
    equation: [0.0, -45.0, 0.0];  roots: [0.0]
    equation: [0.0, 34.0, -75.0];  roots: [2.2058823529411766]
    equation: [100.0, 48.0];  roots: [-0.48]
    equation: [-2.0, 19.0];  roots: [9.5]
    equation: [39.0, -63.0];  roots: [1.6153846153846154]
    equation: [11.0, 0.0, 0.0];  roots: [-0.0]
    equation: [24.0, 0.0, 28.0, 0.0, 0.0];  roots: [0.0]
    equation: [-11.0, 0.0, -52.0, 0.0, 0.0];  roots: [-0.0]
    equation: [0.0, 0.0, -24.0, 0.0, 0.0];  roots: [0.0]
    equation: [-17.0, -68.0];  roots: [-4.0]
    equation: [-18.0, -38.0];  roots: [-2.111111111111111]
    equation: [10.0, -8.0];  roots: [0.8]
    equation: [39.0, 24.0];  roots: [-0.6153846153846154]
    equation: [33.0, -24.0];  roots: [0.7272727272727273]
    equation: [-38.0, 0.0, 0.0];  roots: [0.0]
    equation: [-40.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [0.0, 0.0, 10.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-23.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [13.0, -21.0];  roots: [1.6153846153846154]
    equation: [4.0, -63.0];  roots: [15.75]
    equation: [-84.0, -14.0];  roots: [-0.16666666666666666]
    equation: [76.0, -46.0];  roots: [0.6052631578947368]
    equation: [40.0, -28.0];  roots: [0.7]
    equation: [-54.0, 9.0];  roots: [0.16666666666666666]
    equation: [-17.0, 0.0];  roots: [0.0]
    equation: [0.0, -64.0, -21.0];  roots: [-0.328125]
    equation: [-40.0, -51.0];  roots: [-1.275]
    equation: [-34.0, 96.0];  roots: [2.823529411764706]
    equation: [0.0, -4.0, 0.0];  roots: [0.0]
    equation: [9.0, -11.0];  roots: [1.2222222222222223]
    equation: [9.0, -84.0];  roots: [9.333333333333334]
    equation: [0.0, 0.0, 18.0, 0.0, 0.0];  roots: [-0.0]
    equation: [66.0, 42.0];  roots: [-0.6363636363636364]
    equation: [0.0, 10.0, -9.0];  roots: [0.9]
    equation: [42.0, 10.0];  roots: [-0.23809523809523808]
    equation: [20.0, 0.0];  roots: [-0.0]
    equation: [33.0, -8.0];  roots: [0.24242424242424243]
    equation: [-10.0, -32.0];  roots: [-3.2]
    equation: [0.0, -20.0, -15.0];  roots: [-0.75]
    equation: [0.0, 44.0, 10.0];  roots: [-0.22727272727272727]
    equation: [2.0, 23.0];  roots: [-11.5]
    equation: [14.0, 39.0];  roots: [-2.7857142857142856]
    equation: [66.0, -20.0];  roots: [0.30303030303030304]
    equation: [22.0, -34.0];  roots: [1.5454545454545454]
    equation: [-12.0, 0.0, -88.0, 0.0, 0.0];  roots: [-0.0]
    equation: [10.0, 0.0, 8.0, 0.0, 0.0];  roots: [0.0]
    equation: [-21.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [75.0, 92.0];  roots: [-1.2266666666666666]
    equation: [-26.0, -8.0];  roots: [-0.3076923076923077]
    equation: [-48.0, 0.0];  roots: [0.0]
    equation: [20.0, -30.0];  roots: [1.5]
    equation: [22.0, -11.0];  roots: [0.5]
    equation: [69.0, -36.0];  roots: [0.5217391304347826]
    equation: [-8.0, 10.0];  roots: [1.25]
    equation: [-25.0, 44.0];  roots: [1.76]
    equation: [46.0, 8.0];  roots: [-0.17391304347826086]
    equation: [-36.0, -92.0];  roots: [-2.5555555555555554]
    equation: [0.0, 32.0, 63.0];  roots: [-1.96875]
    equation: [0.0, 36.0, 0.0];  roots: [-0.0]
    equation: [-4.0, 45.0];  roots: [11.25]
    equation: [-15.0, -26.0];  roots: [-1.7333333333333334]
    equation: [28.0, 18.0];  roots: [-0.6428571428571429]
    equation: [60.0, -75.0];  roots: [1.25]
    equation: [-14.0, -63.0];  roots: [-4.5]
    equation: [3.0, -66.0];  roots: [22.0]
    equation: [0.0, 42.0, 42.0];  roots: [-1.0]
    equation: [-63.0, 0.0];  roots: [0.0]
    equation: [5.0, -20.0];  roots: [4.0]
    equation: [-3.0, 0.0];  roots: [0.0]
    equation: [46.0, 22.0];  roots: [-0.4782608695652174]
    equation: [6.0, -12.0];  roots: [2.0]
    equation: [-60.0, 0.0, 0.0, 0.0, 0.0];  roots: [0.0]
    equation: [96.0, 0.0, 48.0, 0.0, 0.0];  roots: [0.0]
    equation: [92.0, 0.0, 0.0, 0.0, 0.0];  roots: [-0.0]
    equation: [-9.0, 0.0, -4.0, 0.0, 0.0];  roots: [-0.0]
    equation: [4.0, 0.0, 16.0, 0.0, 0.0];  roots: [0.0]
Minimal root: -60.0;  equation: [-1.0, -60.0]
Maximal root: 24.0;  equation: [0.0, -4.0, 96.0]
Equations with two roots
    equation: [9.0, 0.0, 0.0, 0.0, -18.0];  roots: [1.189207115002721, -1.189207115002721]
    equation: [-8.0, -5.0, 46.0];  roots: [-2.7306927652691377, 2.1056927652691377]
    equation: [40.0, -40.0, 0.0];  roots: [1.0, 0.0]
    equation: [-18.0, -38.0, 0.0];  roots: [-2.111111111111111, -0.0]
    equation: [-57.0, 0.0, 10.0];  roots: [-0.41885390829169555, 0.41885390829169555]
    equation: [-32.0, 69.0, 36.0];  roots: [-0.4342749192095323, 2.5905249192095323]
    equation: [22.0, 12.0, 0.0];  roots: [0.0, -0.5454545454545454]
    equation: [-22.0, 69.0, -25.0];  roots: [0.41803809737454595, 2.7183255389890904]
    equation: [-80.0, 19.0, 36.0];  roots: [-0.5625, 0.8]
    equation: [38.0, -38.0, -26.0];  roots: [1.4665456669582608, -0.4665456669582609]
    equation: [-10.0, 18.0, 0.0];  roots: [-0.0, 1.8]
    equation: [100.0, 0.0, -32.0, 0.0, -19.0];  roots: [0.7901439556497006, -0.7901439556497006]
    equation: [-13.0, 0.0, -33.0, 0.0, 20.0];  roots: [0.7109335136131635, -0.7109335136131635]
    equation: [2.0, 0.0, -11.0, 0.0, -69.0];  roots: [3.039006562272682, -3.039006562272682]
    equation: [6.0, 21.0, -22.0];  roots: [0.8440637360455634, -4.344063736045563]
    equation: [-51.0, -56.0, 0.0];  roots: [-1.0980392156862746, -0.0]
    equation: [-28.0, 0.0, 23.0];  roots: [-0.9063269671749657, 0.9063269671749657]
    equation: [9.0, -76.0, 0.0];  roots: [8.444444444444445, 0.0]
    equation: [32.0, -69.0, -15.0];  roots: [2.3552716304324655, -0.19902163043246524]
    equation: [69.0, 92.0, -51.0];  roots: [0.42125560961369934, -1.7545889429470327]
    equation: [36.0, 0.0, -54.0];  roots: [1.224744871391589, -1.224744871391589]
    equation: [42.0, 20.0, -46.0];  roots: [0.83518358757949, -1.311374063769966]
    equation: [-18.0, 39.0, 0.0];  roots: [-0.0, 2.1666666666666665]
    equation: [-80.0, -60.0, -7.0];  roots: [-0.6054886114323221, -0.1445113885676778]
    equation: [6.0, 20.0, 0.0];  roots: [0.0, -3.3333333333333335]
    equation: [60.0, -2.0, -42.0];  roots: [0.8534926807088794, -0.8201593473755461]
    equation: [0.0, 0.0, 18.0, 0.0, -42.0];  roots: [1.5275252316519468, -1.5275252316519468]
    equation: [-28.0, 2.0, 20.0];  roots: [-0.8101942344519293, 0.8816228058805008]
    equation: [14.0, 28.0, 0.0];  roots: [0.0, -2.0]
    equation: [60.0, 27.0, -16.0];  roots: [0.3382864872040396, -0.7882864872040396]
    equation: [-57.0, 0.0, 21.0];  roots: [-0.6069769786668839, 0.6069769786668839]
    equation: [-84.0, 96.0, 44.0];  roots: [-0.35071032052557544, 1.4935674633827183]
    equation: [32.0, 0.0, -72.0, 0.0, -12.0];  roots: [1.5510863437426523, -1.5510863437426523]
    equation: [14.0, -6.0, -3.0];  roots: [0.7243877448959178, -0.2958163163244893]
    equation: [-21.0, -40.0, 56.0];  roots: [-2.842803165836115, 0.9380412610742103]
    equation: [-8.0, -32.0, 0.0];  roots: [-4.0, -0.0]
    equation: [2.0, 51.0, -24.0];  roots: [0.4622102617238113, -25.96221026172381]
    equation: [30.0, 0.0, 69.0, 0.0, -76.0];  roots: [0.9020130793834712, -0.9020130793834712]
    equation: [11.0, 0.0, -4.0, 0.0, -17.0];  roots: [1.1992526066863953, -1.1992526066863953]
    equation: [66.0, 0.0, 16.0, 0.0, -8.0];  roots: [0.4974335667718929, -0.4974335667718929]
    equation: [-38.0, -4.0, 0.0];  roots: [-0.10526315789473684, -0.0]
    equation: [60.0, 40.0, -22.0];  roots: [0.3578813784442573, -1.024548045110924]
    equation: [-21.0, -72.0, 42.0];  roots: [-3.9366213123005784, 0.5080498837291494]
    equation: [44.0, 0.0, -60.0, 0.0, -16.0];  roots: [1.2617625550017648, -1.2617625550017648]
    equation: [-17.0, 0.0, 14.0, 0.0, 21.0];  roots: [1.2637349331064338, -1.2637349331064338]
    equation: [-4.0, 0.0, 2.0];  roots: [-0.7071067811865476, 0.7071067811865476]
    equation: [-26.0, 0.0, 20.0];  roots: [-0.8770580193070292, 0.8770580193070292]
    equation: [-63.0, 0.0, 25.0];  roots: [-0.629940788348712, 0.629940788348712]
    equation: [-21.0, -42.0, 0.0];  roots: [-2.0, -0.0]
    equation: [15.0, 0.0, -44.0, 0.0, -16.0];  roots: [1.805680815170969, -1.805680815170969]
    equation: [-19.0, 0.0, 0.0, 0.0, 92.0];  roots: [1.4834009629499112, -1.4834009629499112]
    equation: [-18.0, 0.0, -18.0, 0.0, 28.0];  roots: [0.9185366757601053, -0.9185366757601053]
    equation: [48.0, 0.0, -18.0, 0.0, -48.0];  roots: [1.0976913442567686, -1.0976913442567686]
    equation: [23.0, -36.0, -12.0];  roots: [1.847604235992686, -0.2823868446883383]
    equation: [9.0, -100.0, 15.0];  roots: [10.959029518127924, 0.15208159298318769]
    equation: [-11.0, 48.0, 0.0];  roots: [-0.0, 4.363636363636363]
    equation: [84.0, 0.0, -69.0];  roots: [0.9063269671749656, -0.9063269671749656]
    equation: [-3.0, 0.0, 10.0, 0.0, 6.0];  roots: [1.96277342250721, -1.96277342250721]
    equation: [40.0, 0.0, -10.0, 0.0, -6.0];  roots: [0.7293630885248394, -0.7293630885248394]
